FILE NAME,UUID,Omnia UUID,Talk Title,Description,SP1,SP2,SP3,MOD
E26.2_WS20_710234860_TLK_EDT_V2_FIN,710234860,3588729c-844a-4b07-81e1-7de0f77b5c56,Baobab Studios: The making of Baba Yaga,"Six-time Emmy Award-winning interactive animation studio Baobab Studios is back with a new release for 2020. Baba Yaga will feature the voices of Kate Winslet, Daisy Ridley and Glenn Close. In this talk, hear from co-founder and CEO Maureen Fan as she discusses how they brought this VR and interactive animation experience to life. ",Maureen Fan,,,
D22.2_WS20_710234868_TLK_EDT_V2_FIN,710234868,2b6beb49-8e25-43c3-9faa-7c7259553734,In conversation with Bobby Berk,"Bobby Berk rose to fame as the design expert in Netflix's Emmy-winning Queer Eye. He will discuss balancing life in the public eye while growing his lifestyle and design brand, using your platform for activism, and how Covid has impacted design in our homes.",Bobby Berk,,,Elizabeth Wagmeister
B14.2_WS20_710234897_TLK_EDT_V2_FIN,710234897,35def57b-6fa4-49a8-b2f6-206a9a778eb1,From gaming to mainstream,"Five short years ago, Discord started as a better way to talk with friends while playing online games. Today, more than 100 million people from sneakerheads to teachers turn to Discord to talk with their communities and friends. The transformation from a singular use-case to a new identity as a broader communications service has come with the challenges of keeping Discord safe. Jason talks transformation and tells us what's next.",Jason Citron,,,Ina Fried
D4.2_WS20_710234910_TLK_EDT_V1_FIN,710234910,5638e8bf-f28d-485b-b409-593e6a700d2c,Transform your business with workspace design,"In the current environment, when change is the only constant, companies must rely on their brand purpose to inform decision-making, inspire change, and successfully navigate the turbulence. It is also vital in guiding employees, helping them work differently, changing behaviours, and embracing new states of normal. But even the best companies can overlook one of their most powerful transformational tools: the workplace. 

Join Jane Geraghty, CEO of LANDOR & FITCH, to explore the six imperatives of workspace design: culture, interaction, function, sustainability, space and technology.",Jane Geraghty,,,
B24.2_WS20_710234926_TLK_EDT_V2_FIN,710234926,c9ac52d4-57ce-452a-b24c-d2d5f497dc98,Has social media found its soul?,"Social media really came into its own this year, providing us all with some much-needed positivity and connectivity, and – for those on the margins of society – support. In this talk, hear from Tumblr CEO Jeff D'Onofrio a he discusses how 2020 has focused our minds into building and serving online communities, and how a tough year changed our social media landscape for the better. ",Jeff D'Onofrio,,,Alyssa Newcomb
B19.2_WS20_710234949_TLK_EDT_V4_FIN,710234949,3ea45e6f-8b1f-4f16-88cc-9bde39a1acc6,More than a voice: Yeardley Smith as Lisa Simpson,"Yeardley is best known for her role as Lisa Simpson on animated TV series The Simpsons. More recently, she has released a true crime podcast – Small Town Dicks – and founded Paperclip, a company that fosters distinctive ideas from creators in entertainment, no matter what the medium.",Yeardley Smith,,,Simone Boyce
D15.2_WS20_710234950_TLK_EDT_V2_FIN,710234950,fde77798-bbb0-48a3-b5ad-9de70240ca1c,Design-driven innovation in a post-Covid age,"The chief design officer of global beverage and food giant PepsiCo, Mauro Porcini, discusses the value of design thinking in a post-Covid world, and what you need to do to avoid being overtaken by a 'disrupter'.",Mauro Porcini,,,
D9.2_WS20_710234971_TLK_EDT_V2_FIN,710234971,56af640f-d7e6-4d4a-a823-eaab2ef3043d,Opening Saturday Night Live,"Acclaimed Pentagram designer Emily Oberman has been creating the opening title sequence for Saturday Night Live for 25 years. She takes us through the development of working with a world-famous TV show for a quarter of a century, and why designing the titles for the new 46th season was the most challenging experience yet.",Emily Oberman,,,
B29.2_WS20_710234977_TLK_EDT_V2_FIN,710234977,688ed795-4a14-40bb-8b46-304e1b46f5ed,Have we got news for you,"This talk will examine the fiercely competitive business of delivering news in 2020. Michael Peters and Justin Smith, the CEOs of Euronews and Bloomberg Media, will cover topics including strategy, expansion, investment and technological innovation within the news industry, and discuss what is needed to not just survive, but thrive.",Michael Peters,Justin Smith,,Leisha Chi-Santorelli
B38.2_WS20_710235034_TLK_V5_FIN,710235034,1a632d01-1375-4a47-af42-eb5e8ced59f9,Spotify and Liam Payne: Best talk ever,"Join popstar and One Directioner Liam Payne and Spotify's head of music, Marian Dicus, as they discuss music creation and distribution in 2020. How are the role and expectations of the artist evolving? What has been the effect on the music industry – and what will be the lasting legacy – of a year like no other?",Liam Payne,Marian Dicus,,Zack O'Malley Greenburg
E8.2_WS20_710235036_TLK_EDT_V3_FIN,710235036,8061a164-9d05-40b1-9771-3e8f1b49c80e,Life in the fast lane,"Danica Patrick is one of the biggest stars in global sport. She was a pioneer in auto racing over a career spanning more than a decade. In this talk, she discusses what it's like to live life in the fast lane.",Danica Patrick,,,David Meltzer
E9.2_WS20_710235057_TLK_EDT_V1_FIN,710235057,b954fa1f-7a39-4d59-8d93-579157a51d6b,Relighting the Olympic flame,"The Olympics aims to be the first global gathering in the post-pandemic world. In this talk, the International Olympic Committee sports director and deputy Olympic games executive director, Christophe Dubi, discusses the challenge of relighting the Olympic flame.",Christophe Dubi,,,Jeanette Kwakye
B41.2_WS20_710235066_TLK_EDN_EDT_V1_FIN,710235066,d7998c57-afc8-469e-a778-f622ddadda17,"All Triller, no filler","It's been quite a year for Triller. The short-form video creation and music discovery app has been around since 2015, but it has been 2020 when things have really started to pop. Dubbed the 'adult TikTok', its celebrity investors are expecting it to be even bigger than its Chinese rival. In this talk, Chairman & co-owner Bobby Sarnevesht will tell us what sets Triller apart, and what it's like helming one of the world's hottest apps. ",Bobby Sarnevesht,,,
D11.2_WS20_710235082_TLK_EDT_V2_FIN,710235082,58f07494-1253-40d3-9aeb-70ecf27fea74,Investing in disruption: Life learnings of a sports and media entrepreneur,"When Andrea Radrizzani assumed sole ownership of English football institution Leeds United in 2017, he had one goal: restoring the famous club back to former glory. In this fireside chat, we hear the inside story of how the Italian businessman masterminded Leeds’ road to redemption. ",Andrea Radrizzani,,,Pedro Pinto
E17.2_WS20_710235102_TLK_EDT_V3_FIN,710235102,52d40a8f-0050-4e90-abf0-d68a2f0235be,Tipping point: The women's sport revolution,"2019 was a breathtaking year for elite female sports. Heightened exposure and coverage, record TV rights and large sponsorship deals were delivered during a year that was seen as a game-changer for women’s sport. As sport gets to grips with living alongside Covid, our expert panel discusses how the industry can recover.",Karen Carney,Barbara Slater,,Marie Crowe
C8.2_WS20_710235133_TLK_EDT_V2_FIN,710235133,e8e61aaa-3b19-43b1-92c3-f518647157fe,Things you can learn from the Acapulco cliff divers,"Large crowds gather to watch the Acapulco cliff divers in Mexico jump 35 metres into the sea. The mastermind behind Burger King's ingenious and daring campaigns tells us how these divers give him ideas and inspiration.
",Fernando Machado,,,
E20.2_WS20_710235147_TLK_EDT_V2_FIN,710235147,2b0840a9-e7ab-4560-940a-1531292ee015,Eric Dier: Winning off the pitch,"Eric Dier is known for his skills on the football pitch, which have taken him to the top of the professional game with club and country. Now he's looking to win off the pitch with his new business venture, Spotlas.",Eric Dier,Patrick Dier,,Alex Kay-Jelski
C11.2_WS20_710235161_TLK_EDT_V2_FIN,710235161,fd6a332c-8e41-461a-9e66-882ee97b06fe,Branding Africa,"The economy has grown significantly on the continent of Africa in recent years, but do people outside of Africa know the full extent of it? This session will invite key leaders to discuss the future of the African economy, and where Africa is on its road to digital evolution.
",Lacina Kone,Amina Mohamed,,Anie Akpe
E5.2_WS20_710235172_TLK_EDT_V2_FIN,710235172,c22b2a71-e450-446c-9ff0-0e519f1fb773,Engaging your audience in 2021,"Founder Tim Chase offers a glimpse of the new TruChallenge platform, which allows users to create and take part in challenges with friends, family, influencers and sporting professionals.",Tim Chase,Gilberto Silva,,Rob Harris
B6.2_WS20_710235190_EDT_V5_FIN,710235190,810d6ff2-6a00-45e8-bac5-000e390f7529,Jose Mourinho: Web Summit Innovation in Sport Award,The Web Summit Innovation In Sport Award is the international mark of excellence in the sports business community. It recognises people and organisations that have successfully incorporated technology in the pursuit of excellence. Tune in for the announcement of the 2020 recipient. ,José Mourinho,,,Andrew Hill
C16.2_WS20_710235196_TLK_EDT_V2_FIN,710235196,287473b9-b304-4fa4-a2a0-2865ac66d4b7,Technology: The key to making us more human,"In recent years, the biggest brands in the world have been stepping up to the challenge of sustainability and diversity. Is the ethical use of tech the next frontier? We've brought together one of the world's biggest brands and the woman behind the Google walkouts to find out more.",Barbara Martin Coppola,Meredith Whittaker,,Rob Pegoraro
C21.2_WS20_710235223_TLK_EDT_V2_FIN,710235223,eea06425-c1df-473a-9846-289de2d4ec05,Changing the way brands engage with mobile consumers,"This talk will showcase a rising star from the global startup scene, and highlight how they've grown exponentially over the past 12 months.",Brian Long,,,
C29.2_WS20_710235258_TLK_EDT_V1_FIN,710235258,14b76711-41cb-4d20-a27d-f02f1c90aaeb,How do we educate the next generations online?,"Hear Byju Raveendran’s stories on building the world’s most valuable edtech company to date. In conversation with one of Byju’s earliest investors, Prosus. ",Byju Raveendran,Bob van Dijk,,
C34.2_WS20_710235312_TLK_EDT_V1_FIN,710235312,dd482d45-7673-4abc-87b0-c7f078b3dae7,Ask not what your brand can do for you...,Brands need to have meaning in people's lives now more than ever. Are they the vehicle that can help bring about positive change? Let's ask some of the biggest brands in the world.,Jane Wakely,Pedro Earp,,Jennifer Rooney
D29.2_WS20_710235332_TLK_EDT_V4_FIN,710235332,111647b6-8385-4943-bbfb-9a91ace76013,"Healthy body, healthy mind","Online and on social media, we’re presented with images that purport to show us what healthy looks like. These images are often misleading, and can lead to confusion and feelings of inadequacy. So what does it take to feel good, inside and out, in today’s digital world?",Hilary Coles,Viktoria Modesta,,Benjamin Goggin
C38.2_WS20_710235343_TLK_EDT_V3_FIN,710235343,22a9c992-0425-46e5-846f-44025e38cc02,Using data to deliver on diversity,"Diversity, equality and inclusion get paid a lot of lip service. But what if there was a way to measure effective change and turn it into a business metric? We might have the answer for you here.",Zander Lurie,Danielle DeRuiter-Williams,,Emma Hinchliffe
D3.2_WS20_710235353_TLK_EDT_V3_FIN,710235353,b9570057-c999-4a20-a422-2aa3e241acfd,What next for Barbie? Mattel at 75,"The company behind Barbie turns 75 this year. CEO Ynon Kreiz will be discussing the legacy of this iconic toy brand, Mattel's purpose-led approach, how the company has embraced diversity and gender empowerment, and the plans for the next 75 years.",Ynon Kreiz,,,Stephanie Mehta
E16.2_WS20_710293100_TLK_EDT_V2_FIN,710293100,7a837dd9-ff86-438c-afce-a28830d6d462,2020: Podcasting's moment of truth?,"It has been a big year in the podcasting world. What was an indie niche has exploded into the mainstream, with big tech and traditional media companies looking for a slice of the action. So how will the industry adapt to these changes and new players? And can the medium maintain the charm and intimacy that made it what it is today? In this fireside, hear from Erik Diehn, CEO of Stitcher – a media company that specialises in the creation, distribution, and monetisation of podcasts – as he stands at the edge of a brave new world for audio.",Erik Diehn,,,Anne Steele
B9.2_WS20_ 710293103_TLK_EDT_V1_FIN,710293103,1e06e2b8-1964-4e5b-990a-0ea1989161e7,AC Milan: Building a brand beyond the beautiful game,"AC Milan is one of the biggest and most prestigious teams in world football. The Rossoneri has ambitions to branch out beyond the beautiful game and become a global force in the world of entertainment and pop culture. CEO Ivan Gazidis outlines the plans, and gives a unique insight into how Jay-Z's Roc Nation, and DJ Khaled, can help them on the journey.",Ivan Gazidis,,,James Horncastle
D10.2_WS20_710293106 _TLK_EDT_V3_FIN,710293106,26b60219-ab7e-422e-a2a1-7feb601d5a4f,Brand building: Lessons from a Panda,"Standing out from the crowd is crucial to the success of any company. By analysing the new identity that he's created for esports organisation Panda Global, branding expert Sagi Haviv will offer winning insights that can be applied to any industry.  Joining him will be the CEO of Panda Global, Alan Bunney.",Sagi Haviv,Alan Bunney,,George Slefo
B6.2_WS20_710293108_TLK_EDT_V2_FIN,710293108,37098836-0fba-4eb3-aaa7-837a951572fb,Improbable: The advent of virtual worlds,"2020 has brought the prospect of living in a virtual world into sharper focus. Will it soon be a reality? The tipping point is closer than ever. But what will that mean for economies and society at large? And how is the multibillion-dollar gaming industry key to what this future will look like? In this fireside, hear from Herman Narula, co-founder and CEO of UK gaming unicorn Improbable, on the boundless potential of tomorrow.",Herman Narula,,,Michael Hainsworth
E12.2_WS20_710293112_TLK_EDT_V3_FIN,710293112,c165a1c0-eeeb-4051-975e-1e8d0188632c,"Athletes, AI and the future of digital revenue in sport","In the ever-evolving digital age, athletes, sponsors and rights holders are increasingly turning to – and investing in – AI-driven solutions. This talk will focus on how stakeholders can best engage with their fans and deliver valuable digital experiences for their partners. ",Richarlison,Esteban Granero,Pedro Fernandes Mestriner,Laura Williamson
C47.2_WS20_710293116_TLK_EDT_V1_FIN,710293116,84fd8272-cb57-4918-aa84-2a0f28d48926,Economics and diplomacy: A balancing act,"Effective diplomacy requires tact, skill and discernment. In this talk, one of the world's leading economic diplomats explains what it takes to pull off this balancing act effectively.",Keith Krach,,,Gillian Tett
C29.2_WS20_ 710293119_TLK_EDT_V1_FIN,710293119,100dc247-814b-4ee2-88b4-7c7287c5b993,Out is in: The world's real network,"What does the world's biggest outdoor advertiser do when everyone is told to stay at home?  
",Jean-Charles Decaux,,,
D3.2_WS20_710293120_TLK_EDT_V3_FIN,710293120,a25a8329-4513-43e7-9a08-a850d13041d9,CX design post-Covid,"Has lockdown transformed how we interact with our favourite brands, or has it simply eliminated those without a unique online personality? These experts discuss what 2021 holds for the customer experience.",Pete Stein,Daniel Leyser,,Debbie Millman
B15.2_WS20_710293124_TLK_EDT_V2_FIN,710293124,66e4a683-9ea3-41ad-abf1-b6a181f7539a,The player's panel,Meet the ex-professional players who have united to form a new support group for footballers seeking help both on and off the pitch. Learn about reinvention and changing careers in this talk featuring the co-founders of Player 4 Player.,Emile Heskey,Stiliyan Petrov,Gaizka Mendieta,Pedro Pinto
E21.2_WS20_710293125_TLK_EDT_V3_FIN,710293125,6943c283-01f7-48e6-aad4-5763fb02adb7,Ready player 2021: VR is here,"After several false dawns, is 2021 the year VR finally goes mainstream? What will it take for VR to become truly valuable to consumers and desirable for VCs? And, looking forward 10 years, what does the VR landscape look like? In this talk, hear from the co-founder and CEO of Twitch, Emmett Shear, and the co-founder and CEO of Tripp, Nanea Reeves, in conversation with CEO of ForeVR Games, Marcus Segal.",Emmett Shear,Nanea Reeves,,Marcus Segal
C30.2_WS20_710293126_TLK_EDT_V2_FIN,710293126,e67fee3d-e29e-4d2d-a28c-5915ea17a94c,Neighbourhoods have never been so important,"As our societies hibernate through the pandemic, neighbours have the power to create the community we want by getting involved in the very place where we can make a difference: our neighbourhoods.",Rosemarie Ryan,Maryam Banikarim,,
C20.2_WS20_710293131_TLK_EDT_V1_FIN,710293131,f32b043d-21dd-406c-824b-b0fe93742204,Taking off when flights are grounded,"Few industries have been harder hit by the pandemic than travel. The CEO of one of the world's leading travel platforms talks about how the industry can get back on its feet.
",Gillian Tans,,,Feliz Solomon
D12.2_WS20_710293132_TLK_EDT_V1_FIN,710293132,122e764f-fc25-4fdd-af1f-8bcff189c417,Rebuilding broken systems,"The systems that connect our world are failing – something that has only been accelerated by Covid-19. In conversation, H&M Group CEO Helena Helmersson and IDEO CEO Sandy Speicher will explain why design is such a powerful weapon against this breakdown, helping businesses to rebuild broken systems for the better. They will draw on the example of H&M itself, which used a design-led approach to tackle the systemic challenges of climate change and sustainability.",Sandy Speicher,Helena Helmersson,,Katherine Bell
C33.2_WS20_710293135_TLK_EDT_V4_FIN,710293135,1dedcd2d-b837-431d-a615-648ad33e5068,What it takes to be a modern CMO,"Few executive-level roles are as volatile as that of the CMO. Their life span in the job is shorter than most, and they are more vulnerable to the whims of the market. So what does it take to succeed? Let's hear from two of the best.",Jessica Spence,Kevin Warren,,Martin Swant
B18.2_WS20_710293140_TLK_EDT_V1_FIN,710293140,63f214cd-f665-4a55-a106-353c0871db87,Unlocking excellence,This talk will focus on how new innovations and tools pioneered by TRIQ Arena and Henrik Larsson can help encourage children and young people to have an active and healthy lifestyle.,Henrik Larsson,Max Bodlund,,Andy Mitten
D6.2_WS20_710293143_TLK_EDT_V5_FIN,710293143,b9b11769-20cb-41be-a9c3-3bd62f6ed8fc,Humanising tech: Are we friends?,How can design bridge tech's empathy gap and create a user experience that demonstrates an understanding for your customers' needs? Where does ethical design stand post-2020? Our experts discuss.,Yiying Lu,Linden Tibbets,Artemy Lebedev,Debbie Millman
C23.2_WS20_710293148_TLK_EDT_V3_FIN,710293148,870fdf34-7526-4c30-8504-906054d2bda7,Diversity through disruptive investing,The biggest tech investor in the world is throwing its weight – and considerable capital – behind finding tech leaders from minority backgrounds. Let's find out how SoftBank Vision Fund is doing it...,Marcelo Claure,Stacy Brown-Philpot,Paul Judge,Connie Loizos
D18.2_WS20_710293149 _TLK_EDT_V3_FIN,710293149,762e5ff8-a247-44e0-9cf8-addabad1f0af,Altering reality: The next wave of architecture,"In 2020, Yvonne and Shelley became the first women to share the Pritzker Prize, the highest honour in the architectural profession. They'll discuss their careers to date and how Covid might transform the design of our cities.",Yvonne Farrell,Shelley McNamara,,Marcus Fairs
D7.2_WS20_710293154_TLK_EDT_V2_FIN,710293154,b8d595bb-f249-42e5-b3a7-b4ae3c56c6dd,Boom! Pow! Crash! Jim Lee and the next generation of DC superheroes,"Jim is a world-renowned comic book artist, writer and editor, and the chief creative officer and publisher for DC Comics, the legendary brand behind Batman, Wonder Woman, the Justice League and Superman. He’ll be discussing diversity and the place of comics in our culture today, as well as the impact of technology on the art form.",Jim Lee,,,Jazz Tangcay
D26.2_WS20_710293163_TLK_EDT_V2_FIN,710293163,01e977b2-432b-488b-bd78-fbbeebdfe41d,Football: Financing the game without fans,"This talk will bring together leading stakeholders from the football world to discuss the impact of the pandemic on the game, and ask how the beautiful game will survive without fans in the stands.",Andrea Traverso,José María Cruz,,Miguel Delaney
D24.2_WS20_710293179_TLK_EDT_V3_FIN,710293179,6be64cc1-1784-4a16-8673-71e1533567ee,Creativity is the new productivity,Investor and Adobe chief product officer Scott Belsky will discuss why creativity is the real capital in this new age of remote working.  ,Scott Belsky,,,Jared Lindzon
D16.2_WS20_710293187_TLK_EDT_V4_FIN,710293187,1a33468a-cd8e-4a42-82d4-d82a3d321a17,Space: The next frontier for experience design,"Commercial space travel and tourism will soon be a reality, and Jane Poynter, CEO of Space Perspective, has a unique view on what that can offer humanity. She and Lizzy Sonenfeld, partner at creative agency Two Things, discuss the transformative experience of seeing Earth from space, and designing a customer journey that centres on the human, emotional benefit of space travel. ",Lizzy Sonenfeld,Jane Poynter,,Jeff Beer
C8.2_WS20_​710293193 ​_TLK_EDT_V2_FIN,710293193,276029c8-9224-4504-8f45-74a17b5cf551,How to get people obsessed with your brand,"People don't buy for logical reasons. They buy for emotional reasons. Or so the old quote goes, at least. So how do you create an emotional connection that will work for your business and your customer? We've brought some experts on the technical aspects of marketing together to find out.",Emily Heyward,Winnie Lee,Bill Magnuson,Lisa Bragg
C5.2_WS20_710293197_TLK_EDT_V1_FIN,710293197,aa9a0369-a193-4f26-ab87-9271f09cba1f,The Lamborghini experience,Jump behind the wheel and see how Lamborghini is creating a unique digital experience for you.,Katia Bassi,,,
E3.2_WS20_710293224_TLK_EDT_Vx_FIN,710293224,be32bcd6-64d2-4f9a-824e-680915ab1fbe,"It's not TV, it's HBO Max: The next decade of entertainment","Meet two of the leaders of WarnerMedia’s new streaming platform, HBO Max. Casey Bloys, chief content officer, and Andy Forssell, head of HBO Max Global, discuss how they are combining powerhouse content with a dynamic product design to deliver a world-class streaming experience that will begin its international roll out next year.",Casey Bloys,andy forssell,,Laurie Segall
C11.2_WS20_ 710293230_TLK_EDT_V3_FIN,710293230,ee7f3626-336a-44b5-a1f5-1343f09a2b74,Digital brand experience in 2020,"This year drove the importance of ecommerce and digital design to the forefront like never before. Wolff Olins CEO Sairah Ashman and the chief design officer of the BBC, Ellie Runcie, pinpoint lessons from this new era of digital connections between brands and their customers, which dawned in 2020. Sairah and Ellie will also forecast likely trends for 2021.",Sairah Ashman,Ellie Runcie,,Martin Swant
B11.2_WS20_710293235_TLK_EDT_V2_FIN,710293235,82792201-143f-40b2-8b56-cec7d1761449,Esports: Seeking that competitive advantage,"In this fireside, hear from Ralf Reichert, founder and CEO of ESL, about how the the world's largest esports league company weathered the storm of Covid-19, and about where the industry goes in 2021.",Ralf Reichert,,,Dave Thier
E11.2_WS20_710293246_TLK_EDT_V3_FIN,710293246,524375c9-5eb7-409b-9aa6-1eed90c46efa,Interactive entertainment: It's in the game,"The gaming industry is one of those whose inexorable growth has only been accelerated by what's happened in 2020. Mobile gaming has exploded, there's been a spike in subscriptions, there are more platforms and ways to play than ever, and the next generation hardware being released in Q4 will see 'perfect storm' conditions. Laura Miele, chief studio officer of EA and one of the most powerful women in the industry, will give her take on an unprecedented year, and tell us why she believes gaming is more important to entertainment than Hollywood.",Laura Miele,,,John Koetsier
B6.2_WS20_710336405_TLK_EDT_V1_FIN,710336405,bdc4334c-6af1-4241-9de8-5a542c005016,Live streaming trends: From Asia to the world,"Bloggers, vloggers, streamers and influencers... In 2020, there are myriad ways we can express ourselves online and, ultimately, use that creativity for financial gain. But how realistic is a career in online content creation? And is there another way to build and serve an online community? In this keynote, hear from Hirofumi Ono, CEO of Japan's largest streaming company, M17, on how the platform is facilitating the next generation of content creators.",Hirofumi Ono,,,
E5.2_WS20_710336410_TLK_EDT_V2_FIN,710336410,076931ec-9356-4bfb-9cae-9a61b23331ef,Good times: Nile Rodgers and Merck Mercuriadis,"Music legends don't come with many more bona fides than does multi Grammy Award winning artist Nile Rodgers. Founder of iconic disco act Chic, Nile has worked with everyone from David Bowie and Madonna to Lady Gaga and Daft Punk. He also partners with music executive Merck Mercuriadis in the Hipgnosis Songs Fund, an investment company that offers exposure for songs, and associated musical intellectual property rights. In this conversation, hear why they both believe music is as safe a bet as gold.",Nile Rodgers,Merck Mercuriadis,,Rob Schwartz
C14.2_WS20_710336420_TLK_EDT_V3,710336420,1002e0ef-62fe-44db-9204-f5111519a926,Parallel universes: Video games' relationship to pop culture,"This session focuses on how gaming infiltrates and influences popular culture. From attending virtual concerts in Fortnite to decking out your avatar in Off-White gear in Animal Crossing, video games continue to leave their mark on every creative industry, including fashion, music, and film.",Virgil Abloh,Jens Hilgers,,Cam Wolf
C12.2_WS20_710336423_TLK_EDT_V2_FIN,710336423,38e63f0a-a8f6-4a1e-ad21-5e52d273718a,How tech reinvents the brands you love,"Burberry was one of many luxury brands staring down the barrel of uncertainty six months ago, when Covid-19 closed all retail stores. However, from streaming to CGI, the brand adapted quickly. Join this conversation to discover what luxury needs from tech to survive, and how tech is benefiting from luxury.",Mark Morris,,,Mark Russell
E8.2_WS20_710336426_TLK_EDT_V2_FIN,710336426,6103e76a-2a8e-494a-a825-5a0aced063d1,Vox Media: Covering 2020,"In this fireside, join Vox Media CEO Jim Bankoff as he looks back on an unforgettable year. He will discuss leading a modern media company as it navigates and covers 2020's biggest stories – including the pandemic, protests for racial equity and justice, and the US general election – across platforms, as well as his optimism for 2021.",Jim Bankoff,,,Alyson Shontell
D18.1_WS20_710336430_TLK_EDT_V1_FIN,710336430,8ea5f003-0d83-4f2b-ab64-8c76fc5a091d,Evolution from the inside out,"A look inside the evolution of Weight Watchers, from a weight-loss company to a holistic tech experience ecosystem at the forefront of health and wellness. Tune in to find out the role that Workplace from Facebook played in this success.",Mindy Grossman,Julien Codorniou,,Rob Pegoraro
D14.2_WS20_710336431_TLK_EDT_V3_FIN,710336431,ca4269b1-a674-4b66-92a8-de47db14aec2,Unlocking the branding power of influencers,Influencers reach billions of people every day across social media platforms. Is it time for brands to use influencers to engage this audience?,Caspar Lee,Ben Jeffries,John Saunders,Jade Scipioni
E11.2_WS20_710336432_TLK_EDT_V2_FIN,710336432,a4da2473-26bd-4bb4-8bec-0562fc282ea5,MOBOLISE,"Only 1.4 percent of jobs in the creative and tech industries are held by black people and, in the UK, the wage gap between white workers and workers of colour still stands at more than 20 percent. MOBO CEO Kanya King, CBE, singer-songwriter Emeli Sandé, MBE, and Accenture managing director Nnenna Ilomechina will be speaking with entrepreneur Natasha Chetiyawardana  about how you can contribute to creating a more equitable creative industry. Join the movement to MOBOLISE.",Emeli Sandé,Kanya King CBE,Nnenna Ilomechina,Natasha Chetiyawardana
C17.2_WS20_710336435_TLK_EDT_V3_FIN,710336435,ad0246ef-7954-4009-9bf5-de88458a5af0,The Etsy approach to ecommerce,"When masks sold out in every major drugstore and supermarket worldwide, Etsy stepped up to the plate. Learn from the marketplace's CEO about how this year has highlighted the importance of small designers, and why he is calling for a more conscious approach to ecommerce.",Josh Silverman,,,Maghan McDowell
D8.2_WS20_710336437_TLK_EDT_V4_FIN,710336437,f49e4373-f449-48c6-9b44-4e1c8aa294d9,Getting past the crisis of gatherings,"From concerts to conferences, community gatherings have suffered a huge blow with restrictions and social distancing. The industries with the most resilience are seeking ways to balance the virtual with the visceral in an era of isolation. Have they succeeded?",Douglas Emslie,Carina Bauer,Jochen Witt,João Tomé
B16.2_WS20_710336438_TLK_EDT_V2_FIN,710336438,1deeddc2-f903-4bbf-adb7-2bc29353ad14,Redefine the impossible,Keith will share practical tools and techniques to help you redefine the impossible. You will learn how to neurologically shift your mindset from ordinary to extraordinary in order to achieve peak performance.,Keith Barry,Ariel Garten,,
D15.2_WS20_710336442_TLK_EDT_V3_FIN,710336442,1c4d214a-8203-46c8-a924-12278cb9edcd,Rebuilding an empire,"Building one media empire from scratch is impressive, but building two? That's the mission Sir Martin Sorrell has chosen to accept.",Sir Martin Sorrell,,,Adi Ignatius
D10.2_WS20_710336444_TLK_EDT_V1_FIN,710336444,2f6bc246-d25c-49fd-908a-07864cd215b9,Fashion Week’s digital makeover: Reaction or revolution?,"This September, Covid-19 transformed Fashion Week as we know it. But was the September 2020 season a bellwether of change, or just a survival instinct? Leslie Russo will explore the anatomy of a live event during a pandemic, and look at where Fashion Week is headed once the world recovers from Covid-19.",Leslie Russo,,,
C8.2_WS20_710336446_TLK_EDT_V2_FIN,710336446,c898d1a8-147b-40d5-bf5f-fed6e6719447,Skin school: Education in a digital world,"The beauty and wellness industries are undergoing a digital transformation. This has been accelerated by lockdown and the closure of shops and beauty parlours. Let's hear about the changing industry, and get all the latest tips from a fashion icon and the consultant to the stars.",Jaime King,Barbara Sturm,,Steven Bertoni
E19.2_WS20_710336450_TLK_EDT_V2_FIN,710336450,e8612925-b51e-48d7-aed3-abda1dc6621e,Grimes and Richie Hawtin: Living with technology,"Friends and collaborators Grimes and Richie Hawtin, aka Plastikman, are two of the most creative artists working today. As one of the world's most respected producers and DJs, Richie has been at the forefront of electronic music since the early 90s. Musician, singer, songwriter, record producer, video director, and visual artist, Grimes, has made some of the most distinctive sounds of the last decade. In this unique session, hear them discuss the influence technology has had on their lives, careers and creativity.",Richie Hawtin,Grimes .,,Ben Beaumont-Thomas
E8.2_WS20_710336451_TLK_EDT_V2_FIN,710336451,c213079a-93ef-4175-8bcc-698af37a2293,Finding your voice in the chaos of 2020,"Music visionary and co-founder of Q&A, Troy Carter, has nurtured the careers of global superstars including Lady Gaga and John Legend. Co-founder Damian Bradfield has supported and amplified the voices of artists from all over the world by giving them a platform to speak to WeTransfer’s 60 million users, not shying away from backing controversial topics. Together, friends and colleagues Damian and Troy discuss what effect 2020 will have on the artist creatively and professionally. How can the artist develop their authentic voice amid all the noise, and find a truly unique point of view?",Troy Carter,Damian Bradfield,,
B19.2_WS20_710336452_TLK_EDT_V2_FIN,710336452,86d67467-52a0-4873-a8ee-2a27d91276fa,Cameo: NSYNC with a fame-crazy public,"Cameo has been one of the stand out apps of 2020. Lockdown and restrictions have resulted in us having more time on our hands. For celebrities and entertainers, those same restrictions have meant limited ways for them to ply their trades. Enter Cameo, the app that lets you buy personalised greetings from celebrities. But is there growth potential in the idea? And what does it say about the public's obsession with celebrity?",Lance Bass,Steven Galanis,,Ilya Fushman
